MHB_type	Sample	PT_state	loci	nReads	nCPG	MM	PDR	CHALM	MHL	MCR	MBS	Entropy	R2
combinedAll	SDKZ0048	PT-healthy	chr18_3246567_3246703	12	10	0.17073171	0.18181818	0.27272727	0.03048579	0.10975610	0.11549165	0.34547008	0.70899471
combinedAll	SDKZ0048	PT-altered	chr18_3246567_3246703	13	10	0.44318182	0.41666667	0.58333333	0.10897369	0.06818182	0.39782173	0.45275718	0.75595238
combinedAll	SDKZ0048	PT-healthy	chr18_46967513_46967554	15	5	0.82456140	0.60000000	1.00000000	0.60755196	0.17543860	0.68701887	0.39091515	1.00000000
combinedAll	SDKZ0048	PT-altered	chr18_46967513_46967554	24	5	0.86346863	0.37500000	1.00000000	0.74401499	0.13653137	0.76089820	0.35968528	0.82249802
combinedAll	SDKZ0048	PT-healthy	chr2_89814057_89814217	12	6	0.56923077	0.58333333	0.75000000	0.10500752	0.21538462	0.35433063	0.78332273	0.33333333
combinedAll	SDKZ0048	PT-altered	chr2_89814057_89814217	22	6	0.65486726	0.64705882	0.88235294	0.18014888	0.23008850	0.44452723	0.84451590	0.17971943
combinedAll	SDKZ0048	PT-healthy	chr2_176172417_176172982	31	25	0.12500000	0.16666667	0.22222222	0.01469828	0.06578947	0.09433658	0.35689713	0.42857143
combinedAll	SDKZ0048	PT-altered	chr2_176172417_176172982	25	25	0.23140496	0.17647059	0.29411765	0.03172641	0.07438017	0.16235294	0.26406612	0.57777778
combinedAll	SDKZ0048	PT-healthy	chr20_31168817_31168931	18	5	0.57291667	0.18750000	0.62500000	0.33969335	0.06250000	0.47908163	0.49247501	0.69387755
combinedAll	SDKZ0048	PT-altered	chr20_31168817_31168931	14	5	0.52380952	0.50000000	0.70000000	0.44684159	0.19047619	0.31678345	0.68750000	0.35714286
combinedAll	SDKZ0048	PT-healthy	chr21_7933603_7933687	22	5	0.55223881	0.45000000	0.70000000	0.19106511	0.18656716	0.38795733	0.69080115	0.38191592
combinedAll	SDKZ0048	PT-altered	chr21_7933603_7933687	19	5	0.50793651	0.33333333	0.61111111	0.58051758	0.15873016	0.36047218	0.58230815	0.38394621
combinedAll	SDKZ0048	PT-healthy	chr21_7954919_7955003	19	6	0.45544554	0.25000000	0.50000000	0.42926060	0.05940594	0.41699298	0.35389597	0.86697090
combinedAll	SDKZ0048	PT-altered	chr21_7954919_7955003	24	6	0.49166667	0.40000000	0.73333333	0.56305065	0.10833333	0.47067725	0.55138015	0.54292063
combinedAll	SDKZ0048	PT-healthy	chr22_21710643_21710892	17	10	0.07291667	0.31250000	0.31250000	0.00260417	0.30208333	0.00887755	0.29999357	-0.02777778
combinedAll	SDKZ0048	PT-altered	chr22_21710643_21710892	13	10	0.13513514	0.50000000	0.50000000	0.00599722	0.36486486	0.02554847	0.41059272	0.25000000
combinedAll	SDKZ0048	PT-healthy	chr22_50808193_50808252	22	10	0.22009569	0.36363636	0.36363636	0.07272607	0.15789474	0.11679474	0.48114233	0.37442556
combinedAll	SDKZ0048	PT-altered	chr22_50808193_50808252	18	10	0.13375796	0.11764706	0.17647059	0.09747238	0.06369427	0.08913256	0.25906636	0.56820733
combinedAll	SDKZ0048	PT-healthy	chr5_79137085_79137362	25	19	0.20765027	0.16666667	0.29166667	0.07705900	0.10382514	0.17261989	0.28914979	0.84875255
combinedAll	SDKZ0048	PT-altered	chr5_79137085_79137362	25	19	0.11428571	0.04000000	0.16000000	0.04903746	0.02857143	0.12163265	0.14879005	1.00000000
combinedAll	SDKZ0048	PT-healthy	chr6_41219158_41219246	12	7	0.43037975	0.27272727	0.54545455	0.17890700	0.07594937	0.41877551	0.39839792	1.00000000
combinedAll	SDKZ0048	PT-altered	chr6_41219158_41219246	10	7	0.59302326	0.70000000	0.80000000	0.20142768	0.20930233	0.41768535	0.60650850	0.75226757
combinedAll	SDKZ0048	PT-healthy	chr6_67031703_67032051	15	17	0.14772727	0.15384615	0.23076923	0.01810967	0.03409091	0.14788462	0.17093355	1.00000000
combinedAll	SDKZ0048	PT-altered	chr6_67031703_67032051	27	17	0.27338129	0.15000000	0.35000000	0.06767367	0.05035971	0.25848765	0.39458357	0.80000000
combinedAll	SDKZ0048	PT-healthy	chr6_168519081_168519288	11	11	0.43859649	0.18181818	0.45454545	0.17341382	0.07017544	0.32198535	0.50302598	0.71428571
combinedAll	SDKZ0048	PT-altered	chr6_168519081_168519288	14	11	0.33766234	0.07692308	0.38461538	0.16381788	0.05194805	0.31076923	0.25904660	1.00000000
combinedAll	SDKZ0048	PT-healthy	chr7_2102201_2102374	18	13	0.04379562	0.17647059	0.17647059	0.00194749	0.16788321	0.00242647	0.13486749	0.27210589
combinedAll	SDKZ0048	PT-altered	chr7_2102201_2102374	15	13	0.10204082	0.07692308	0.07692308	0.00689040	0.03061224	0.02825746	0.13424057	1.00000000
combinedAll	SDKZ0048	PT-healthy	chr7_83390055_83390216	12	20	0.03539823	0.33333333	0.33333333	0.00081353	0.20796460	0.00569959	0.20365714	1.00000000
combinedAll	SDKZ0048	PT-altered	chr7_83390055_83390216	21	20	0.16285714	0.42857143	0.52380952	0.10609139	0.38857143	0.13409807	0.39699299	0.63573402
combinedAll	SDKZ0048	PT-healthy	chr9_62799773_62799853	29	6	0.09890110	0.32000000	0.36000000	0.00781356	0.25824176	0.04961539	0.37848775	0.37454783
combinedAll	SDKZ0048	PT-altered	chr9_62799773_62799853	14	6	0.26829268	0.50000000	0.50000000	0.03653888	0.21951220	0.11791327	0.67910454	0.63888889
combinedAll	SDKZ0048	PT-healthy	chr9_62802690_62802748	14	5	0.04545455	0.28571429	0.28571429	0.00177883	0.23376623	0.01334730	0.21564212	0.49450736
combinedAll	SDKZ0048	PT-altered	chr9_62802690_62802748	13	5	0.07857143	0.30769231	0.30769231	0.00276602	0.32142857	0.00535283	0.37704741	1.00000000
combinedAll	SDKZ0048	PT-healthy	chrX_44601247_44601538	25	12	0.44247788	0.55555556	0.77777778	0.11819818	0.25663717	0.36660856	0.64838654	0.31459010
combinedAll	SDKZ0048	PT-altered	chrX_44601247_44601538	19	12	0.21153846	0.56250000	0.56250000	0.02081388	0.41346154	0.07164685	0.46028055	0.42857143
combinedAll	SDKZ0048	PT-healthy	chrX_115888095_115888776	19	60	0.21028037	0.27777778	0.44444444	0.13227076	0.27102804	0.17888368	0.38404931	1.00000000
combinedAll	SDKZ0048	PT-altered	chrX_115888095_115888776	27	60	0.14915254	0.25925926	0.29629630	0.11008020	0.22711864	0.07105667	0.37734650	0.64733103
combinedAll	SDKZ0048	PT-healthy	chrX_140411445_140411960	26	27	0.17834395	0.23809524	0.28571429	0.03845577	0.12101911	0.08762040	0.33105922	0.71428571
combinedAll	SDKZ0048	PT-altered	chrX_140411445_140411960	20	27	0.17187500	0.26315789	0.26315789	0.01521544	0.11718750	0.09409357	0.37227921	1.00000000
combinedAll	SDKZ0052	PT-healthy	chr1_94417575_94417821	15	10	0.11111111	0.20000000	0.20000000	0.01749632	0.09722222	0.06865306	0.28615872	0.71428571
combinedAll	SDKZ0052	PT-altered	chr1_94417575_94417821	14	10	0.09859155	0.27272727	0.27272727	0.02716859	0.11267606	0.07244949	0.27639682	0.71428571
combinedAll	SDKZ0052	PT-healthy	chr1_224012767_224012895	18	5	0.52000000	0.33333333	0.66666667	0.68706590	0.18666667	0.37085648	0.55739349	0.46800595
combinedAll	SDKZ0052	PT-altered	chr1_224012767_224012895	17	5	0.50000000	0.36363636	0.72727273	0.47283754	0.17567568	0.48722222	0.47258402	0.50000000
combinedAll	SDKZ0052	PT-healthy	chr1_228556591_228556810	23	22	0.57593123	0.78260870	0.82608696	0.37097000	0.25787966	0.39371786	0.57962756	0.76365488
combinedAll	SDKZ0052	PT-altered	chr1_228556591_228556810	14	22	0.61135371	0.92857143	0.92857143	0.34675950	0.34061135	0.36799580	0.70960230	0.47435450
combinedAll	SDKZ0052	PT-healthy	chr1_228635402_228635607	13	20	0.59016393	0.38461538	0.76923077	0.45324826	0.13661202	0.46821452	0.57600245	0.87162350
combinedAll	SDKZ0052	PT-altered	chr1_228635402_228635607	16	20	0.22033898	0.56250000	0.68750000	0.07453767	0.47457627	0.16188785	0.49774851	0.65136240
combinedAll	SDKZ0052	PT-healthy	chr10_38515300_38515364	18	5	0.11382114	0.05555556	0.11111111	0.05753465	0.00813008	0.08072917	0.18682963	1.00000000
combinedAll	SDKZ0052	PT-altered	chr10_38515300_38515364	15	5	0.19626168	0.33333333	0.33333333	0.02619889	0.10280374	0.10222978	0.38747780	0.79218107
combinedAll	SDKZ0052	PT-healthy	chr10_41854793_41854851	33	5	0.74493927	0.51515152	0.87878788	0.50182233	0.13765182	0.59403548	0.57233777	0.41633184
combinedAll	SDKZ0052	PT-altered	chr10_41854793_41854851	29	5	0.65753425	0.68965517	0.79310345	0.21298305	0.15525114	0.43884902	0.66332673	0.26613825
combinedAll	SDKZ0052	PT-healthy	chr19_36268703_36268844	14	12	0.85271318	0.35714286	0.92857143	0.77774909	0.06976744	0.71925474	0.36909429	0.63642376
combinedAll	SDKZ0052	PT-altered	chr19_36268703_36268844	14	12	0.91428571	0.21428571	1.00000000	0.86286910	0.08571429	0.85810484	0.24347790	0.75764320
combinedAll	SDKZ0052	PT-healthy	chr21_7933603_7933687	15	5	0.34693878	0.35714286	0.42857143	0.06449177	0.09183673	0.21552484	0.56408970	0.33280423
combinedAll	SDKZ0052	PT-altered	chr21_7933603_7933687	15	5	0.47000000	0.35714286	0.57142857	0.36477282	0.17000000	0.32241782	0.52781294	0.44839683
combinedAll	SDKZ0052	PT-healthy	chr21_7954919_7955003	26	6	0.46715328	0.50000000	0.65000000	0.25769762	0.20437956	0.35820704	0.57609386	0.51169356
combinedAll	SDKZ0052	PT-altered	chr21_7954919_7955003	17	6	0.69892473	0.60000000	0.86666667	0.24734487	0.21505376	0.50987895	0.57852854	0.80158730
combinedAll	SDKZ0052	PT-healthy	chr21_8213284_8213324	21	9	0.19918699	0.66666667	0.66666667	0.03104444	0.55284553	0.01548083	0.63885021	0.11742502
combinedAll	SDKZ0052	PT-altered	chr21_8213284_8213324	17	9	0.20000000	0.64705882	0.64705882	0.03695368	0.46285714	0.04641277	0.56418336	0.34069758
combinedAll	SDKZ0052	PT-healthy	chr22_50808193_50808252	16	10	0.05673759	0.12500000	0.12500000	0.00752338	0.09929078	0.01756198	0.24297721	0.67090909
combinedAll	SDKZ0052	PT-altered	chr22_50808193_50808252	26	10	0.12552301	0.23076923	0.30769231	0.07691272	0.17573222	0.09692963	0.22755319	0.76491768
combinedAll	SDKZ0052	PT-healthy	chr9_62799773_62799853	12	6	0.23076923	0.45454545	0.54545455	0.02164424	0.23076923	0.14954545	0.45209385	0.16428571
combinedAll	SDKZ0052	PT-altered	chr9_62799773_62799853	18	6	0.14851485	0.53333333	0.53333333	0.00437128	0.40594059	0.02889947	0.54912279	0.08888889
combinedAll	SDKZ0052	PT-healthy	chrM_3890_4152	17	13	0.05882353	0.00000000	0.07142857	0.01943801	0.00000000	0.07142857	0.07955382	1.00000000
combinedAll	SDKZ0052	PT-altered	chrM_3890_4152	17	13	0.28318584	0.00000000	0.26666667	0.47105304	0.01769912	0.26666667	0.22080564	0.98412698
combinedAll	SDKZ0052	PT-healthy	chrM_6446_7019	34	23	0.13286713	0.00000000	0.05555556	0.09191850	0.00000000	0.05555556	0.10498027	1.00000000
combinedAll	SDKZ0052	PT-altered	chrM_6446_7019	30	23	0.30000000	0.00000000	0.18181818	0.14958003	0.00909091	0.18181818	0.17282247	1.00000000
combinedAll	SDKZ0052	PT-healthy	chrX_115888095_115888776	19	60	0.21465969	0.23529412	0.41176471	0.15472170	0.18848168	0.18273690	0.35016040	0.78891782
combinedAll	SDKZ0052	PT-altered	chrX_115888095_115888776	18	60	0.18888889	0.52941176	0.58823529	0.03890269	0.36111111	0.09929239	0.48206281	1.00000000
combinedAll	SDKZ0122	PT-healthy	chr1_228556591_228556810	32	22	0.51434034	0.75000000	0.75000000	0.25947630	0.21988528	0.30695789	0.61583890	0.69165515
combinedAll	SDKZ0122	PT-altered	chr1_228556591_228556810	21	22	0.51873199	0.76190476	0.76190476	0.30119667	0.25936599	0.30019262	0.63471813	0.74855172
combinedAll	SDKZ0122	PT-healthy	chr1_228558142_228558227	16	8	0.55263158	0.68750000	0.87500000	0.22931061	0.34210526	0.39149677	0.69925719	0.63792219
combinedAll	SDKZ0122	PT-altered	chr1_228558142_228558227	11	8	0.76068376	0.36363636	0.81818182	0.58130967	0.09401709	0.58696678	0.47742947	0.59243827
combinedAll	SDKZ0122	PT-healthy	chr1_228635402_228635607	12	20	0.67777778	0.58333333	0.83333333	0.53961692	0.18888889	0.46337730	0.53115559	0.88888889
combinedAll	SDKZ0122	PT-altered	chr1_228635402_228635607	13	20	0.48850575	0.30769231	0.53846154	0.32300530	0.07471264	0.39584070	0.50605166	0.87494533
combinedAll	SDKZ0122	PT-healthy	chr10_38812030_38812134	17	6	0.41052632	0.18750000	0.43750000	0.50781239	0.04210526	0.37680556	0.33021924	0.96527778
combinedAll	SDKZ0122	PT-altered	chr10_38812030_38812134	18	6	0.35164835	0.30769231	0.38461538	0.05144637	0.10989011	0.17439340	0.53143446	0.79371174
combinedAll	SDKZ0122	PT-healthy	chr10_41854793_41854851	20	5	0.71518987	0.63157895	0.89473684	0.49336954	0.18987342	0.53700361	0.59610703	0.42656872
combinedAll	SDKZ0122	PT-altered	chr10_41854793_41854851	21	5	0.57823129	0.57142857	0.80952381	0.41283955	0.22448980	0.45774174	0.60521297	0.47606599
combinedAll	SDKZ0122	PT-healthy	chr11_72201264_72201487	20	28	0.07479224	0.25000000	0.30000000	0.04607960	0.19944598	0.05259730	0.23959457	0.64445358
combinedAll	SDKZ0122	PT-altered	chr11_72201264_72201487	20	28	0.17079890	0.40000000	0.40000000	0.03122369	0.21212121	0.07919809	0.48901537	0.48626046
combinedAll	SDKZ0122	PT-healthy	chr11_72201652_72201841	20	17	0.26422764	0.27777778	0.44444444	0.11084854	0.11788618	0.22069419	0.38467355	0.62441856
combinedAll	SDKZ0122	PT-altered	chr11_72201652_72201841	17	17	0.10638298	0.18750000	0.31250000	0.06375933	0.15957447	0.12577899	0.17615338	0.91954465
combinedAll	SDKZ0122	PT-healthy	chr13_42745507_42745602	12	8	0.28947368	0.00000000	0.25000000	0.49825865	0.00000000	0.25000000	0.22262291	1.00000000
combinedAll	SDKZ0122	PT-altered	chr13_42745507_42745602	12	8	0.18811881	0.08333333	0.25000000	0.04912128	0.00990099	0.20781893	0.21803840	0.93125000
combinedAll	SDKZ0122	PT-healthy	chr15_20353326_20353499	25	6	0.61764706	0.50000000	0.83333333	0.16106452	0.21568627	0.51126354	0.66894169	0.30273810
combinedAll	SDKZ0122	PT-altered	chr15_20353326_20353499	16	6	0.57352941	0.69230769	1.00000000	0.15454480	0.39705882	0.41841880	0.75151508	0.42857143
combinedAll	SDKZ0122	PT-healthy	chr18_46967513_46967554	12	5	0.87786260	0.33333333	1.00000000	0.72405113	0.12213740	0.78978491	0.36120932	0.71428571
combinedAll	SDKZ0122	PT-altered	chr18_46967513_46967554	15	5	0.93788820	0.26666667	1.00000000	0.86429678	0.06211180	0.89198148	0.17623950	0.78219697
combinedAll	SDKZ0122	PT-healthy	chr2_47900558_47900889	17	26	0.06134969	0.17647059	0.17647059	0.00345551	0.06134969	0.05668301	0.10996469	1.00000000
combinedAll	SDKZ0122	PT-altered	chr2_47900558_47900889	17	26	0.30246914	0.29411765	0.52941176	0.11578441	0.17901235	0.26784324	0.47517948	0.55678211
combinedAll	SDKZ0122	PT-healthy	chr2_80932226_80932647	20	13	0.33333333	0.10000000	0.40000000	0.75200016	0.04000000	0.30625000	0.30816506	1.00000000
combinedAll	SDKZ0122	PT-altered	chr2_80932226_80932647	16	13	0.59016393	0.10000000	0.60000000	0.33655041	0.03278689	0.54444444	0.38265977	0.60000000
combinedAll	SDKZ0122	PT-healthy	chr2_89814057_89814217	20	6	0.59340659	0.57142857	0.71428571	0.32904617	0.14285714	0.41333627	0.60685532	0.21850794
combinedAll	SDKZ0122	PT-altered	chr2_89814057_89814217	15	6	0.55844156	0.54545455	0.72727273	0.07630233	0.18181818	0.30800673	0.85000260	0.24333333
combinedAll	SDKZ0122	PT-healthy	chr22_50808193_50808252	15	10	0.04929577	0.13333333	0.13333333	0.01034685	0.08450704	0.03805096	0.11141069	1.00000000
combinedAll	SDKZ0122	PT-altered	chr22_50808193_50808252	19	10	0.03164557	0.11764706	0.11764706	0.00155314	0.05696203	0.02237695	0.05951245	1.00000000
combinedAll	SDKZ0122	PT-healthy	chr3_15592546_15593021	27	34	0.09865471	0.19230769	0.26923077	0.01259715	0.13004484	0.09286592	0.22417977	1.00000000
combinedAll	SDKZ0122	PT-altered	chr3_15592546_15593021	23	34	0.09359606	0.30434783	0.34782609	0.02285235	0.23152709	0.07964237	0.24987373	0.77777778
combinedAll	SDKZ0122	PT-healthy	chr4_185827788_185827889	17	6	0.27500000	0.21428571	0.42857143	0.06207668	0.12500000	0.27377915	0.45011057	0.78547913
combinedAll	SDKZ0122	PT-altered	chr4_185827788_185827889	24	6	0.42500000	0.15789474	0.47368421	0.59186901	0.09166667	0.34689581	0.38415780	0.75763789
combinedAll	SDKZ0122	PT-healthy	chr7_83390055_83390216	13	20	0.20779221	0.61538462	0.69230769	0.08632263	0.53246753	0.09913463	0.56394220	0.60888889
combinedAll	SDKZ0122	PT-altered	chr7_83390055_83390216	13	20	0.06637168	0.23076923	0.23076923	0.03231248	0.14159292	0.04356726	0.19654107	0.78187280
combinedAll	SDKZ0122	PT-healthy	chr8_16707482_16707855	23	20	0.03759398	0.20000000	0.20000000	0.00101411	0.11278195	0.01840278	0.12417533	-0.02040816
combinedAll	SDKZ0122	PT-altered	chr8_16707482_16707855	20	20	0.22307692	0.50000000	0.50000000	0.01633003	0.30769231	0.08409261	0.55029264	0.56892290
combinedAll	SDKZ0122	PT-healthy	chr8_46989196_46989304	46	5	0.05652174	0.06818182	0.06818182	0.00942029	0.03043478	0.01792929	0.11721958	0.60073260
combinedAll	SDKZ0122	PT-altered	chr8_46989196_46989304	53	5	0.07200000	0.08695652	0.08695652	0.02625043	0.01600000	0.04275362	0.17757880	0.65137496
combinedAll	SDKZ0122	PT-healthy	chr8_121201050_121201823	31	75	0.38686131	0.34482759	0.44827586	0.29186365	0.09002433	0.27720049	0.43530333	0.79930368
combinedAll	SDKZ0122	PT-altered	chr8_121201050_121201823	29	75	0.31989247	0.52000000	0.60000000	0.07774391	0.29838710	0.14688485	0.58281248	0.75694348
combinedAll	SDKZ0122	PT-healthy	chr9_62799773_62799853	18	6	0.18279570	0.42857143	0.42857143	0.02810510	0.21505376	0.09852041	0.47384137	0.50500000
combinedAll	SDKZ0122	PT-altered	chr9_62799773_62799853	16	6	0.16470588	0.35714286	0.35714286	0.03467940	0.17647059	0.07154236	0.44958339	0.60916667
combinedAll	SDKZ0122	PT-healthy	chrX_40963186_40963299	48	6	0.07500000	0.07142857	0.09523810	0.02099885	0.01250000	0.05512701	0.14578164	1.00000000
combinedAll	SDKZ0122	PT-altered	chrX_40963186_40963299	49	6	0.02597403	0.02325581	0.02325581	0.00176014	0.01298701	0.00726744	0.02221992	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_788827_788930	48	10	0.54545455	0.58974359	0.71794872	0.21484185	0.23376623	0.29792136	0.65840774	0.68336539
combinedAll	SDKZ0036	PT-altered	chr1_788827_788930	34	10	0.62962963	0.73076923	0.76923077	0.21690251	0.17129630	0.32313335	0.63485838	0.77083027
combinedAll	SDKZ0036	PT-healthy	chr1_1129563_1129648	14	7	0.32038835	0.33333333	0.41666667	0.10652146	0.09708738	0.16866497	0.46075824	1.00000000
combinedAll	SDKZ0036	PT-altered	chr1_1129563_1129648	21	7	0.12751678	0.38888889	0.38888889	0.01424859	0.25503356	0.03774550	0.43352927	0.54811552
combinedAll	SDKZ0036	PT-healthy	chr1_1164436_1164834	25	33	0.15695067	0.41666667	0.45833333	0.01802764	0.22869955	0.10088945	0.37238810	-0.05714286
combinedAll	SDKZ0036	PT-altered	chr1_1164436_1164834	29	33	0.05519481	0.25000000	0.25000000	0.00187340	0.20454545	0.02064117	0.23789402	0.11682540
combinedAll	SDKZ0036	PT-healthy	chr1_1758061_1758171	25	8	0.05555556	0.33333333	0.33333333	0.00101010	0.32777778	0.00730790	0.31040659	0.03563612
combinedAll	SDKZ0036	PT-altered	chr1_1758061_1758171	23	8	0.16428571	0.61111111	0.61111111	0.00733326	0.38571429	0.05495542	0.64880429	0.22599091
combinedAll	SDKZ0036	PT-healthy	chr1_2137887_2138000	25	6	0.04975124	0.36363636	0.36363636	0.00090457	0.33333333	0.00564259	0.24755251	-0.04910714
combinedAll	SDKZ0036	PT-altered	chr1_2137887_2138000	19	6	0.11428571	0.56250000	0.56250000	0.00328003	0.50714286	0.02135514	0.45701074	0.23451672
combinedAll	SDKZ0036	PT-healthy	chr1_2189689_2190063	33	22	0.05963303	0.11111111	0.14814815	0.00608520	0.08715596	0.04171813	0.16737478	0.63392857
combinedAll	SDKZ0036	PT-altered	chr1_2189689_2190063	33	22	0.16000000	0.06666667	0.13333333	0.09773422	0.00727273	0.09750642	0.22971789	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_2251089_2251189	20	8	0.01739130	0.13333333	0.13333333	0.00031621	0.13913043	0.00164609	0.17184666	-0.01234568
combinedAll	SDKZ0036	PT-altered	chr1_2251089_2251189	18	8	0.01652893	0.06666667	0.06666667	0.00065357	0.03305785	0.00740741	0.08368648	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_2267405_2267494	12	7	0.11627907	0.40000000	0.40000000	0.00583930	0.29069767	0.02701446	0.44244614	0.08641975
combinedAll	SDKZ0036	PT-altered	chr1_2267405_2267494	12	7	0.23376623	0.45454545	0.45454545	0.02255841	0.27272727	0.09285946	0.62708504	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_2552389_2552572	14	16	0.27450980	0.66666667	0.66666667	0.04812537	0.39215686	0.08598650	0.57513716	0.76719577
combinedAll	SDKZ0036	PT-altered	chr1_2552389_2552572	17	16	0.21195652	0.46666667	0.53333333	0.09402118	0.36956522	0.12561510	0.48695131	0.61626082
combinedAll	SDKZ0036	PT-healthy	chr1_3869657_3869845	18	10	0.36538462	0.31250000	0.43750000	0.59826829	0.12500000	0.20593289	0.53775175	1.00000000
combinedAll	SDKZ0036	PT-altered	chr1_3869657_3869845	19	10	0.24778761	0.41176471	0.52941176	0.03251402	0.27433628	0.19208283	0.43400902	0.88888889
combinedAll	SDKZ0036	PT-healthy	chr1_6028304_6028618	25	12	0.87850467	0.25000000	0.93750000	0.93114927	0.08411215	0.80781250	0.28979980	0.15625000
combinedAll	SDKZ0036	PT-altered	chr1_6028304_6028618	27	12	0.89380531	0.50000000	1.00000000	0.72103539	0.10619469	0.66278547	0.52272345	0.44444444
combinedAll	SDKZ0036	PT-healthy	chr1_6046480_6046606	19	6	0.09708738	0.38461538	0.38461538	0.00390309	0.27184466	0.01239850	0.32134003	0.16666667
combinedAll	SDKZ0036	PT-altered	chr1_6046480_6046606	29	6	0.27067669	0.11764706	0.29411765	0.12794180	0.06015038	0.20537173	0.37877681	0.63391718
combinedAll	SDKZ0036	PT-healthy	chr1_6047281_6047395	28	5	0.05940594	0.07692308	0.07692308	0.00413349	0.08910891	0.00307692	0.06057305	0.46153846
combinedAll	SDKZ0036	PT-altered	chr1_6047281_6047395	26	5	0.10227273	0.33333333	0.33333333	0.00794233	0.19318182	0.01418981	0.30250713	0.24019608
combinedAll	SDKZ0036	PT-healthy	chr1_6119727_6119826	16	10	0.32885906	0.25000000	0.50000000	0.13966157	0.10738255	0.30229307	0.42033247	0.79675959
combinedAll	SDKZ0036	PT-altered	chr1_6119727_6119826	12	10	0.70000000	0.50000000	0.83333333	0.41009295	0.10769231	0.58407893	0.50573613	0.50668709
combinedAll	SDKZ0036	PT-healthy	chr1_6204697_6204820	23	5	0.30088496	0.26315789	0.42105263	0.11982953	0.13274336	0.21880848	0.47481786	0.76616071
combinedAll	SDKZ0036	PT-altered	chr1_6204697_6204820	24	5	0.33644860	0.21052632	0.42105263	0.77487331	0.10280374	0.25407895	0.36490329	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_7234442_7234665	17	10	0.32183908	0.07692308	0.30769231	0.53043015	0.01149425	0.25902669	0.37492276	0.71428571
combinedAll	SDKZ0036	PT-altered	chr1_7234442_7234665	27	10	0.21739130	0.08333333	0.16666667	0.01561359	0.08695652	0.08564815	0.08409924	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_7493189_7493372	15	11	0.54464286	0.80000000	0.93333333	0.10010875	0.38392857	0.37310135	0.77585372	0.42857143
combinedAll	SDKZ0036	PT-altered	chr1_7493189_7493372	12	11	0.73118280	0.50000000	0.91666667	0.62901581	0.17204301	0.62362161	0.44833671	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr1_8234389_8234496	35	8	0.09826590	0.27272727	0.27272727	0.01415010	0.15028902	0.05791558	0.27633175	-0.00690586
combinedAll	SDKZ0036	PT-altered	chr1_8234389_8234496	23	8	0.09836066	0.41176471	0.41176471	0.00308366	0.31147541	0.03144059	0.27039603	0.28055556
combinedAll	SDKZ0036	PT-healthy	chr1_8681023_8681176	24	6	0.16504854	0.25000000	0.31250000	0.07080012	0.12621359	0.09407986	0.39838051	0.59505408
combinedAll	SDKZ0036	PT-altered	chr1_8681023_8681176	22	6	0.12941176	0.21428571	0.28571429	0.06105712	0.09411765	0.09589286	0.37037755	0.48862434
combinedAll	SDKZ0036	PT-healthy	chr1_9127863_9127998	38	5	0.41605839	0.60000000	0.75000000	0.21012980	0.27007299	0.28945833	0.77638118	0.26104405
combinedAll	SDKZ0036	PT-altered	chr1_9127863_9127998	21	5	0.26506024	0.41666667	0.50000000	0.48982438	0.31325301	0.11129630	0.62042657	0.20744520
combinedAll	SDKZ0036	PT-healthy	chr1_9453562_9453649	19	6	0.92727273	0.26666667	0.93333333	0.69074378	0.03636364	0.82046826	0.24728264	0.63395062
combinedAll	SDKZ0036	PT-altered	chr1_9453562_9453649	19	6	0.80898876	0.15384615	0.84615385	0.61391756	0.06741573	0.72930021	0.34383012	0.80952381
combinedAll	SDKZ0036	PT-healthy	chr1_10211782_10211944	25	7	0.10784314	0.38461538	0.38461538	0.00869491	0.21568627	0.03993590	0.47136072	0.04795918
combinedAll	SDKZ0036	PT-altered	chr1_10211782_10211944	22	7	0.02777778	0.18750000	0.18750000	0.00077160	0.14814815	0.00521267	0.22736630	-0.01234568
combinedAll	SDKZ0036	PT-healthy	chr1_10489142_10489270	22	7	0.03061224	0.15384615	0.15384615	0.00085034	0.14285714	0.00277178	0.19595136	-0.01234568
combinedAll	SDKZ0036	PT-altered	chr1_10489142_10489270	24	7	0.26041667	0.66666667	0.66666667	0.01687886	0.33333333	0.08189815	0.73407102	0.16897821
combinedAll	SDKZ0036	PT-healthy	chr1_10496025_10496237	30	10	0.76510067	0.44444444	0.83333333	0.24804574	0.12080537	0.55863201	0.55859354	0.51521991
combinedAll	SDKZ0036	PT-altered	chr1_10496025_10496237	38	10	0.52000000	0.57894737	0.73684211	0.10469949	0.20000000	0.32022729	0.78017971	0.28982958
combinedAll	SDKZ0036	PT-healthy	chr1_10530416_10530491	13	10	0.06250000	0.38461538	0.38461538	0.00230353	0.42187500	0.00670271	0.29702569	-0.01801658
combinedAll	SDKZ0036	PT-altered	chr1_10530416_10530491	25	10	0.09459459	0.30434783	0.34782609	0.00913928	0.27477477	0.05576563	0.32820595	0.33812319
combinedAll	SDKZ0036	PT-healthy	chr1_10593812_10594044	41	8	0.08219178	0.11111111	0.16666667	0.12697091	0.04794521	0.07291667	0.20671872	0.95129870
